Nom;Alias;IATA;OACI;Pays
West Africa Airlines;\N;;WCB;Ghana
West African Air Transport;\N;;WTF;Senegal
West African Airlines;\N;;WSF;Benin
West African Cargo Airlines;\N;;WAC;Mauritania
West Air Luxembourg;\N;;WLX;Luxembourg
West Air Sweden;\N;PT;SWN;Sweden
West Caribbean Airways;\N;;WCW;Colombia
West Caribbean Costa Rica;\N;;WCR;Costa Rica
West Coast Air;\N;8O;;Canada
West Coast Airlines;\N;;WCG;Ghana
West Coast Airways;\N;;WCA;Sierra Leone
West Freugh DTEO;\N;;TEE;United Kingdom
West Wind Aviation;\N;;WEW;Canada
WestJet;\N;WS;WJA;Canada
Westair Aviation;\N;;WAA;Namibia
Westair Cargo Airlines;\N;;WSC;Cote d'Ivoire
Westair Industries;\N;;PCM;United States
Westcoast Energy;\N;;BLK;Canada
Western Air;\N;;WST;Bahamas
Western Air Couriers;\N;;NPC;United States
Western Air Express;\N;;WAE;United States
Western Airlines;\N;WA;WAL;United States
Western Arctic Air;\N;;WAL;Canada
Western Aviators;\N;;WTV;United States
Western Express Air Lines;\N;;WES;Canada
Western Pacific Airlines;\N;;KMR;United States
Western Pacific Airservice;\N;;WPA;Solomon Islands
Westflight Aviation;\N;;WSL;United Kingdom
Westgates Airlines;\N;;WSA;United States
Westland Helicopters;\N;;WHE;United Kingdom
Westpoint Air;\N;;WTP;Canada
Westward Airways;\N;CN;WWD;United States
White;\N;;WHT;Portugal
White Eagle Aviation;\N;;WEA;Poland
White River Air Services;\N;;WRA;Canada
Whyalla Airlines;\N;;WWL;Australia
Widerøe;\N;WF;WIF;Norway
Wiggins Airways;\N;;WIG;United States
Wiking Helikopter Service;\N;;WHS;Germany
Wilbur's Flight Operations;\N;;WFO;United States
Williams Air;\N;;WLS;United States
Williams Grand Prix Engineering;\N;;WGP;United Kingdom
Wimbi Dira Airways;\N;;WDA;Democratic Republic of Congo
Winair;\N;;WNA;United States
Wind Jet;\N;IV;JET;Italy
Wind Spirit Air;\N;;WSI;United States
Windrose Air;\N;;QGA;Germany
Windward Islands Airways International;\N;;WIA;Netherland
Wings Air;\N;IW;WON;Indonesia
Wings Air Transport;\N;;WAT;Sudan
Wings Airways;\N;;WAW;United States
Wings Aviation;\N;;WOL;Guyana
Wings Express;\N;;WEX;United States
Wings of Alaska;\N;K5;WAK;United States
Wings of Lebanon Aviation;\N;;WLB;Lebanon
Winlink;\N;;WIN;Saint Lucia
Wisconsin Air National Guard;\N;;WAG;United States
Wisman Aviation;\N;;WSM;United States
Wizz Air;\N;W6;WZZ;Hungary
Wizz Air Hungary;\N;8Z;WVL;Bulgaria
Wondair on Demand Aviation;\N;;WNR;Spain
Woodgate Executive Air Charter;\N;;CWY;United Kingdom
World Airways;\N;WO;WOA;United States
World Weatherwatch;\N;;XWW;Canada
World Wing Aviation;\N;;WWM;Kyrgyzstan
Worldspan;\N;1P;;United States
Worldwide Air Charter Systems;\N;;CSW;Canada
Worldwide Aviation Services;\N;;WWS;Pakistan
Worldwide Jet Charter;\N;;WWI;United States
Wright Air Lines;\N;;WRT;United States
Wright Air Service;\N;8V;WRF;United States
Wuhan Airlines;\N;;CWU;China
Wycombe Air Centre;\N;;WYC;United Kingdom
Wyoming Airlines;\N;;WYG;United States
XL Airways France;\N;SE;SEU;France
XP Internation;\N;;XPS;Netherlands
Xabre Aerolineas;\N;;XAB;Mexico
Xclusive Jet Charter Limited;\N;;XJC;United Kingdom
Xerox Corporation;\N;;XER;United States
Xiamen Airlines;\N;MF;CXA;China
Xinjiang Airlines;\N;;CXJ;China
Xjet Limited;\N;;XJT;United Kingdom
Xtra Airways;\N;XP;CXP;United States
Yak-Service;\N;;AKY;Russia
Yakolev;\N;;YAK;Russia
Yamal Airlines;\N;YL;LLM;Russia
Yana Airlines;\N;;CYG;Cambodia
Yangtze River Express;\N;Y8;YZR;China
Yellow Wings Air Services;\N;;ELW;Kenya
Yemenia;\N;IY;IYE;Yemen
Yerevan-Avia;\N;;ERV;Armenia
Young Flying Service;\N;;YFS;United States
Yuhi Air Lines;\N;;AYU;Japan
Yuzhnaya Aircompany;\N;;UGN;Kazakhstan
Yuzhmashavia;\N;;UMK;Ukraine
Z-Avia;\N;;RZV;Armenia
Zagros Airlines;\N;;IZG;Iran
Zaire Aero Service;\N;;ZAI;Democratic Republic of Congo
Zairean Airlines;\N;;ZAR;Democratic Republic of Congo
Zambian Airways;\N;Q3;MBN;Zambia
Zambezi Airlines;\N;;ZMA;Zambia
Zanair;\N;;TAN;Tanzania
Zantop International Airlines;\N;;ZAN;United States
ZAS Airlines of Egypt;\N;;ZAS;Egypt
Zenith Air;\N;;AZR;South Africa
Zenmour Airlines;\N;;EMR;Mauritania
Zephyr Express;\N;;RZR;United States
Zhejiang Airlines;\N;;CJG;China
Zhetysu;\N;;JTU;Kazakhstan
Zhez Air;\N;;KZH;Kazakhstan
Zhongfei General Aviation;\N;;CFZ;China
Zhongyuan Aviation;\N;;CYN;China
Zip;\N;3J;WZP;Canada
Zimex Aviation;\N;C4;IMX;Switzerland
Zoom Airlines;\N;Z4;OOM;Canada
Zoom Airways;\N;;ZAW;Bangladesh
Zorex;\N;;ORZ;Spain
Zracno Pristaniste Mali Losinj;\N;;MLU;Croatia
Tyrolean Airways;\N;\N;TYR;\N
buzz;\N;UK;BUZ;\N
Maldivian Air Taxi;\N;8Q;\N;Maldives
Sky Express;SkyExpress;XW;SXR;Russia
Yellow Air Taxi;;Y0;\N;United States
Royal Air Cambodge;;VJ;RAC;Cambodia
Air Mandalay;;6T;\N;Burma
TEA Switzerland;;;4SW;Switzerland
TAN-SAHSA;;SH;\N;Honduras
Air Busan;\N;BX;ABL;Republic of Korea
TUI Airlines Belgium;now Jetairlfy;TB;TUB;Belgium
Arctic Air;;;AKR;Norway
Braathens;Braathens SAFE;BU;BRA;Norway
Globus;;GH;GLP;Russia
Air Kazakhstan;;9Y;KZK;Kazakhstan
Japan Air System;;JD;JAS;Japan
Annsett New Zealand (NZA);;ZQ;\N;New Zealand
EasyJet (DS);;DS;\N;Switzerland
Rheintalflug;;;RTL;Austria
Dan-Air London;;;DAN;United Kingdom
Fred. Olsen;;;FOF;Norway
Star Peru (2I);;2I;\N;Peru
Robin Hood Aviation;;;RHA;Austria
Carnival Air Lines;;KW;\N;United States
United Airways;;4H;UBD;Bangladesh
Inter European Airways;;;IEA;United Kingdom
Trans Maldivian Airways;;M8;TMW;Maldives
Fly540;;5H;FFV;Kenya
Transavia France;;TO;TVF;France
Island Air (WP);;WP;MKU;United States
1-2-go;fly 1-2-go;OG;\N;Thailand
Uni Air;;B7;UIA;Taiwan
Gomelavia;;YD;\N;Belarus
NordWind Airlines;NordWind Airlines;;NWS;Russia
Red Wings;Avialinii 400;WZ;RWZ;Russia
Hellenic Star Airways;;;HST;Greece
BAE Systems Flight Training;;;BAZ;Australia
TUIfly (X3);;11;\N;Germany
Felix Airways;;FU;FXX;Yemen
Kostromskie avialinii;;K1;KOQ;Russia
Greenfly;;XX;GFY;Spain
Tajik Air;;7J;\N;Tajikistan
Air Mozambique;;TM;\N;Mozambique
ELK Airways;;--;ELK;Estonia
Gabon Airlines;\N;GY;GBK;Gabon
MCA Airlines;;;MCA;Sweden
Maldivo Airlines;;ML;MAV;Maldives
Virgin Pacific;;VH;VNP;Fiji
Zest Air;;Z2;\N;Philippines
Yangon Airways;;HK;\N;Burma
Transport Aérien Transrégional;TAT;IJ;\N;France
LÍO Flugmennt;;;LIO;Iceland
Minerva Airlines;;N4;\N;Italy
Eastar Jet;;ZE;ESR;South Korea
Jin Air;;LJ;JNA;South Korea
Wataniya Airways;;;KW1;Kuwait
Aéris (Priv);;SH;\N;France
Air Arabia Maroc;;3O;\N;Morocco
Baltic Air lines;;B1;BA1;Latvia
Ciel Canadien;;YC;YCC;Canada
Canadian National Airways;;CN;YCP;Canada
Epic Holiday;Epic Holidays;FA;4AA;United States
Indochina Airlines;;;AXC;Vietnam
JetWind;;;JWW;United States
Air Comet Chile;;3I;\N;Chile
Nazca;;-.;\N;Peru
German Air Force - FLB;;;FLB;Germany
City-Air Germany;;;CIP;Germany
Voronezhskie Airlanes;;DN;\N;Russia
Line Blue;;L8;LBL;Germany
FlyLAL Charters;;;LLC;Lithuania
Blue Sky America;;BU;BKY;United States
Texas Spirit;;XS;TXP;United States
Illinois Airways;;IL;ILW;United States
Salzburg arrows;SZA;SZ;\N;Austria
Texas Wings;;TQ;TXW;United States
California Western;;KT;CWS;United States
Dennis Sky;Dennis Sky Holding;DH;DSY;Israel
Zz;;ZZ;\N;Belgium
Atifly;;A1;A1F;United States
Air UK;;UK;\N;United Kingdom
Suckling Airways;;CB;\N;United Kingdom
Reno Sky;;RY;\N;United States
Aerolineas heredas santa maria;;;SZB;Dominican Republic
Ciao Air;;99;\N;Italy
Jc royal.britannica;;;JRB;United Kingdom
Birmingham European;;VB;\N;United Kingdom
Pal airlines;;5P;\N;Chile
CanXpress;;C1;CA1;Canada
Danube Wings (V5);;V5;\N;Slovakia
Sharp Airlines;;SH;SHA;Australia
CanXplorer;;C2;CAP;Canada
Click (Mexicana);;QA;\N;Mexico
World Experience Airline;WEA;W1;WE1;Canada
ALAK;;J4;\N;Russia
AJT Air International;;E9;\N;Russia
Air Choice One;;3E;\N;United States
Tianjin Airlines;;;GCR;China
China United;;KN;\N;China
Locair;;ZQ;LOC;United States
Safi Airlines;;4Q;\N;Afghanistan
SeaPort Airlines;;K5;SQH;United States
Salmon Air;;S6;\N;United States
Fly Illi;;IL;ILY;United States
Bobb Air Freight;;01;\N;Germany
Star1 Airlines;;V9;HCW;Lithuania
Pelita;;6D;\N;Indonesia
Alpi Eagles (E8);;E8;\N;Italy
Alaska Seaplane Service;;J5;\N;United States
TAN;;T8;\N;Argentina
Enerjet;;;ENJ;Canada
MexicanaLink;;I6;MXI;Mexico
Island Spirit;;IP;ISX;Iceland
TACA Peru;;T0;\N;Peru
Orbest;;;OBS;Portugal
Southern Air Charter;;;SOA;Bahamas
SVG Air;;;SVG;Saint Vincent and the Grenadines
Air Century;;;CEY;Dominican Republic
Pan Am World Airways Dominicana;PAWA Dominicana;7Q;\N;Dominican Republic
Primera Air;;PF;\N;Iceland
Air Antilles Express;;3S;\N;Guadeloupe
Sol Lineas Aereas;;;OLS;Argentina
Regional Paraguaya;;P7;REP;Paraguay
VIP Ecuador;;V6;\N;Ecuador
Transportes Aereos Cielos Andinos;;;NDN;Peru
Peruvian Airlines;;P9;\N;Peru
EasyFly;;;EFY;Colombia
Polar Airlines;;ЯП;\N;Russia
Catovair;;OC;\N;Mauritius
Andalus Lineas Aereas;;;ANU;Spain
Air 26;;;DCD;Angola
Mauritania Airways;;;MTW;Mauritania
CEIBA Intercontinental;;;CEL;Equatorial Guinea
Halcyonair;;7Z;\N;Cape Verde
Business Aviation;;4P;\N;Congo (Kinshasa)
Compagnie Africaine d\\'Aviation;;E9;\N;Congo (Kinshasa)
Zambia Skyways;;K8;\N;Zambia
AlMasria Universal Airlines;;UJ;LMU;Egypt
EgyptAir Express;;;MSE;Egypt
SmartLynx Airlines;;6Y;\N;Latvia
Air Italy Egypt;;;EUD;Egypt
KoralBlue Airlines;;K7;KBR;Egypt
Wind Rose Aviation;;;WRC;Ukraine
Elysian Airlines;;E4;GIE;Cameroon
Sevenair;;;SEN;Tunisia
Hellenic Imperial Airways;;HT;IMP;Greece
Amsterdam Airlines;;WD;AAN;Netherlands
Arik Niger;;Q9;NAK;Niger
Dana Air;;DA;\N;Nigeria
STP Airways;;8F;STP;Sao Tome and Principe
Med Airways;;7Y;\N;Lebanon
Skyjet Airlines;;UQ;SJU;Uganda
Air Volga;;G6;\N;Russia
Transavia Denmark;;;TDK;Denmark
Royal Falcon;;RL;RFJ;Jordan
Euroline;;4L;MJX;Georgia
Worldways;;WG;WGC;Canada
Turkuaz Airlines;;;TRK;Turkey
Athens Airways;;ZF;\N;Greece
Viking Hellas;;VQ;VKH;Greece
Norlandair;;;FNA;Iceland
Flugfelag Vestmannaeyja;;;FVM;Iceland
Starline.kz;;DZ;\N;Kazakhstan
Euro Harmony;Euro Harmony ;EH;EHM;Portugal
Lugansk Airlines;;L7;\N;Ukraine
Gryphon Airlines;;6P;\N;United States
Gadair European Airlines;;GP;GDR;Spain
Spirit of Manila Airlines;;SM;MNP;Philippines
Chongqing Airlines;;OQ;CQN;China
Grand China Air;;;GDC;China
West Air China;;PN;CHB;China
Falcon Air (IH);;IH;\N;Sweden
QatXpress;qatXpress;C3;QAX;Qatar
OneChina;OneChina;1C;1CH;China
NordStar Airlines;;Y7;\N;Russia
Joy Air;;JR;JOY;China
Air India Regional;;CD;\N;India
MDLR Airlines;;9H;\N;India
Jagson Airlines;;;JGN;India
Maldivian;;Q2;\N;Maldives
Xpressair;;XN;\N;Indonesia
Strategic Airlines;;VC;\N;Australia
Fars Air Qeshm;;;QFZ;Iran
Eastok Avia;;;EAA;Kyrgyzstan
Jupiter Airlines;;;JPU;United Arab Emirates
Vision Air International;;;VIS;Pakistan
Al-Naser Airlines;;;\N;Iraq
Fuji Dream Airlines;;JH;\N;Japan
Korea Express Air;;;KEA;South Korea
Eznis Airways;;;EZA;Mongolia
Pacific Flier;;;PFL;Palau
Syrian Pearl Airlines;;;PSB;Syria
SGA Airlines;;5E;\N;Thailand
Air2there;;F8;\N;New Zealand
Avianova (Russia);;AO;\N;Russia
Parmiss Airlines (IPV);;PA;IPV;Iran
EuropeSky;;ES;EUV;Germany
BRAZIL AIR;BRAZIL AIR;GB;BZE;Brazil
Homer Air;Homer Sky;MR;OME;Germany
Court Line;;??;???;United Kingdom
South West Africa Territory Force;SWATF;??;***;Namibia
Lombards Air;;++;---;South Africa
U.S. Air;;-+;--+;United States
Flitestar;;GM;===;South Africa
Jayrow;;\\';\\'\\;Australia
Llloyd Helicopters;;::;:::;Australia
Wilderness Air;;";;";\N;Australia
Whitaker Air;;^^;\N;Australia
PanAm World Airways;;WQ;PQW;United States
Virginwings;;YY;VWA;Germany
KSY;Kreta Sky;KY;KSY;Greece
Buquebus Líneas Aéreas;;BQ;BQB;Uruguay
SOCHI AIR;SOCHI;CQ;KOL;Russia
Wizz Air Ukraine;;WU;WAU;Ukraine
88;;47;VVN;Cyprus
LCM AIRLINES;;LQ;LMM;Russia
Aero Brazil;;BZ;BZL;Brazil
Cambodia Angkor Air (K6);;K6;\N;Cambodia
Skyline nepc;;D5;\N;India
THREE;;H3;T33;China
Royal European Airlines;;69;\N;United Kingdom
Tom\\'s & co airliners;Tom\\'s air;&T;T&O;France
Azul;Azul Linhas Aéreas Brasileiras;AD;AZU;Brazil
LSM Airlines;slowbird;PQ;LOO;Russia
Zapolyarie Airlines;Zapolyarye Airlines;;PZY;Russia
Finlandian;;;FN1;Finland
LionXpress;lionXpress;C4;LIX;Cameroon
Nik Airways;;X1;\N;Saudi Arabia
Genesis;;GK;\N;Pakistan
Congo Express;;XZ;\N;Congo (Kinshasa)
Fly Dubai;;FZ;FDB;United Arab Emirates
Domenican Airlines;Domenican;D1;MDO;Dominican Republic
ConneX European Airline;;;2CO;Austria
Air Atlantic;;9A;\N;Canada
Air Ops;;CR;\N;Sweden
Aereonautica militare;;JY;AXZ;Italy
Kal Star Aviation;;;KLS;Indonesia
LSM AIRLINES ;Russian. Yours Air Lines ;YZ;YZZ;Russia
Aero Lloyd (YP);;YP;AEF;Germany
UTair-Express;;UR;\N;Russia
Huaxia;HUAXIA;G5;\N;China
Zabaykalskii Airlines;Baikal Airlines;ZP;ZZZ;Russia
CBM America;;;XBM;United States
Marysya Airlines;MARYSYA AIRLINES;M4;1QA;Russia
N1;;N1;\N;Peru
Airlink (SAA);;4Z;\N;South Africa
Westfalia Express VA;;;WFX;Germany
JobAir;;3B;\N;Czech Republic
Zuliana de Aviacion;Zuliana;OD;ULA;Venezuela
Black Stallion Airways;;BZ;BSA;United States
German International Air Lines;Germanair;GM;GER;Germany
TrasBrasil;;TB;TBZ;Brazil
TransBrasil Airlines;;TH;THS;Brazil
China SSS;Chunqiu Airlines;9C;\N;China
Nihon.jet;;NJ;\N;Japan
AIR INDOCHINE;;;IIA;Vietnam
Transportes Aéreos Nacionales de Selva;;TJ;\N;Peru
Happy Air;;;HPY;Thailand
Solar Air;;;SRB;Thailand
Air Mekong;;P8;MKG;Vietnam
Harbour Air (Priv);;H3;\N;Canada
Air Hamburg (AHO);;HH;AHO;Germany
ZABAIKAL AIRLINES;ZABAIKAL ;Z6;ZTT;Russia
TransHolding;Trans;TI;THI;Brazil
SUR Lineas Aereas;;;SZZ;Argentina
Aerolineas Africanas;;;AA1;Guinea
Yeti Airways;;YT;\N;Nepal
Georgian Airlines;;;GEG;Georgia
Yellowstone Club Private Shuttle;;Y1;\N;United States
Caucasus Airlines;;NS;\N;Georgia
Serbian Airlines;;S1;SA1;Serbia
Windward Islands Airways;;WM;\N;Netherlands Antilles
TransHolding System;;YO;TYS;Brazil
CCML Airlines;;CB;CCC;Colombia
Air Charter International;;SF;\N;France
Small Planet Airlines;;;ELC;Lithuania
Fly Brasil;Fly Brasil;F1;FBL;Brazil
AUOS;AUOS;;AUK;United Kingdom
CB Airways UK ( Interliging Flights );;1F;CIF;United Kingdom
Fly Colombia ( Interliging Flights );;3F;3FF;Colombia
Trans Pas Air;;T6;TP6;United States
KMV;;МИ;\N;Russia
Himalayan Airlines;Himalaya;HC;HYM;Nepal
Indya Airline Group;Indya1;G1;IG1;India
Sunwing;;WG;\N;Canada
Turkish Wings Domestic;;;TWD;Turkey
Japan Regio;;ZX;ZXY;Japan
OCEAN AIR CARGO;;;IXO;India
Norte Lineas Aereas;NORTE;N0;\N;Argentina
Austral Brasil;Austral Brasil lineas aereas;W7;\N;Brazil
PEGASUS AIRLINES-;;H9;\N;Turkey
AirLiberté;;IJ;\N;France
Nihon.jet connect;;;NX1;Kyrgyzstan
Camair-co;;QC;\N;Cameroon
Aerocontinente (Priv);;N6;\N;Peru
Sky Regional;Air Canada Express;RS;SKV;Canada
TUR Avrupa Hava YollarÄ±;TUR European Airways;YI;\N;Turkey
Cruzeiro do Sul Servicos Aereos;;;CRZ;Brazil
LSM International ;Moskva-air;II;UWW;Russia
Baikotovitchestrian Airlines ;;BU;BUU;American Samoa
Luchsh Airlines ;Air luch;L4;LJJ;Russia
ENTERair;;;QQQ;Poland
Zimbabwean Airlines;;Z7;\N;Zimbabwe
Air Cargo Germany;;6U;\N;Germany
Mongolian International Air Lines ;Mongol Air ;7M;ZTF;Mongolia
Alaniya Airlines;Алания;2D;\N;Russia
Tway Airlines;;TW;TWB;South Korea
Papillon Grand Canyon Helicopters;;HI;\N;United States
Jusur airways;;JX;JSR;Egypt
NEXT Brasil;NEXT;XB;NXB;Brazil
AeroWorld ;Sovet Air ;W4;WER;Russia
Cook Island Air;;KH;\N;Cook Islands
US Africa Airways;;E8;\N;United States
GNB Linhas Aereas;;GN;\N;Brazil
Usa Sky Cargo;USky;E1;ES2;United States
Hankook Airline;;HN;HNX;South Korea
Red Jet America;;RR;\N;United States
REDjet;;Z7;\N;Barbados
Hellenic Airways;;1H;HEY;Greece
Red Jet Andes;;PT;\N;Peru
Red Jet Canada;;QY;\N;Canada
Sprintair;;;SRN;Poland
Red Jet Mexico;;4X;\N;Mexico
Marusya Airways;Marusya Air;Y8;MRS;Russia
Era Alaska;;7H;ERR;United States
AirRussia;RussianConector;R8;RRJ;Russia
Hankook Air US;;H1;HA1;United States
NEPC Airlines;;D5;\N;India
Canadian World;;10;CNN;Canada
Pim Air;;;PHJ;Netherlands
Carpatair Flight Training;;;SMW;Romania
I-Fly;;H5;RSY;Russia
T.A.T;;IJ;\N;France
Compania de Aviacion Faucett;;;CFP;Peru
Kar-Air;;;KAR;Finland
Alinord;;DN;\N;Italy
Pacific Express;;VB;\N;United States
Whitejets;;;WTJ;Brazil
VickJet;;KT;VKJ;France
BVI Airways;;XV;\N;British Virgin Islands
Hamburg Airways;;;HAY;Germany
Salsa d\\'Haiti;;SO;SLC;Haiti
Zambezi Airlines (ZMA);;ZJ;\N;Zambia
Kan Air;;;KND;Thailand
Air Cudlua;Air Cudlua;;CUD;United Kingdom
Polet Airlines (Priv);;YQ;\N;Russia
Air Explore;;;AXE;Slovakia
TROPICAL LINHAS AEREAS;TROPICAL;T1;TP3;Brazil
12 North;;12;N12;India
Holidays Czech Airlines;;;HCC;Czech Republic
Comtel Air;;;COE;Austria
Mint Airways;;;MIC;Spain
Orbit Airlines;Orbit;;OBT;United States
Air Bucharest;;;BUR;Romania
AlbaStar;;;LAV;Spain
Mauritania Airlines International;;L6;MAI;Mauritania
MAT Airways;;6F;MKD;Macedonia
Asian Wings Airways;;AW;AWM;Burma
Air Arabia Egypt;;E5;RBG;Egypt
Eagles Airlines;;;EGS;Italy
YES Airways;;;YEP;Poland
Alitalia Cityliner;;CT;\N;Italy
Direct Aero Services;;;DSV;Romania
Medallion Air;;;MDP;Romania
Orchid Airlines;;OI;ORC;Australia
Asia Wings;;Y5;AWA;Kazakhstan
Georgian International Airlines;;;GNN;Georgia
Air Batumi;;;BTM;Georgia
Skywest Australia;;XR;\N;Australia
Nile Air;;NP;NIA;Egypt
Feeder Airlines;;;FDD;Sudan
Senegal Airlines;;DN;SGG;Senegal
Fly 6ix;;6I;\N;Sierra Leone
Starbow Airlines;;S9;\N;Ghana
Copenhagen Express;;0X;CX0;Denmark
BusinessAir;;8B;BCC;Thailand
SENIC AIRLINES;;YR;\N;United States
Compass Airlines (Australia);Southern Cross Airlines;;CYM;Australia
XOJET;;;XOJ;United States
Dexter (DXT);Декстер авиатакси;;DXT;Russia
Sky Wing Pacific;;C7;CR7;South Korea
Bateleur Air;;;BEU;South Africa
Air Indus;Indus Airlines Pak;PP;AI0;Pakistan
Samurai Airlines;Samurai Airlines (DUMMY);07;770;Pakistan
AirOne Continental;AirOne Continental;00;000;Slovakia
AirOne Polska;AirOne Polska;U1;001;Poland
Orbit International Airlines;;;OAI;United States
Orbit Regional Airlines;;;OAR;United States
Orbit Atlantic Airways;;;OAN;United States
Volotea;;;VOO;Spain
Go Fly (United Kingdom);;;GOE;United Kingdom
Peach Aviation;;MM;\N;Japan
Helitt Líneas Aéreas;;;HTH;Spain
Russia State Transport;Federal State Budget Inst;;RSD;Russia
Malaysia Wings;;;MWI;Malaysia
Aviabus;;U1;ABI;Russia
Michael Airlines;Javi;DF;MJG;Puerto Rico
Korongo Airlines;;ZC;KGO;Congo (Kinshasa)
Indonesia Sky;;I5;IDS;Indonesia
Pelangi ;;9P;\N;Malaysia
Aws express;;B0;666;United States
Southjet;;76;SJS;United States
Southjet connect;;77;ZCS;United States
Air Cape;;KP;\N;South Africa
Southjet cargo;;78;XAN;United States
Iberia Express;;I2;IBS;Spain
Interjet (ABC Aerolineas);;4O;\N;Mexico
AirOnix;;OG;\N;Ukraine
Nordic Global Airlines;;NJ;NGB;Finland
Scoot;;TZ;SCO;Singapore
Starling Airlines Spain;;SX;STS;Spain
Hi Fly (5K);;5K;\N;Portugal
China Northwest Airlines (WH);;WH;\N;China
Zenith International Airline;Zenith;ZN;ZNA;Thailand
Orbit Airlines Azerbaijan;Orbit Azerbaijan;O1;OAB;Azerbaijan
Air Engiadina-BRN;Air Engiadina-BRN;;RQX;Switzerland
VG Airlines (IV);;;FVG;Belgium
Air Alps Aviation (A6);;A6;\N;Austria
Austrian Airtransport;;;AAT;Austria
Flying kangaroo Airline;Skippy;;FKA;Australia
RusJet;;;RSJ;Russia
VietJet Air;VietJet;;VJC;Vietnam
Spantax S.A.;;;BXS;Spain
Patriot Airways;;P4;\N;United States
Vision Airlines (V2);;V2;RBY;United States
Chicago Express (C8);ATA Connection;C8;\N;United States
BQB Lineas Aereas;Buquebus;5Q;\N;Uruguay
AirAsia Japan;;;WAJ;Japan
Yellowtail;;YE;YEL;United States
Royal Airways;Royal Inc.;KG;RAW;United States
FlyHigh Airlines Ireland (FH);;FH;FHI;Ireland
Executive AirShare;;;XSR;United States
Hebei Airlines;;;HBH;China
Air KBZ;;;KBZ;Burma
Aero VIP (2D);;2D;\N;Portugal
Yangon Airways Ltd.;;YH;\N;Burma
T.J. Air;;TJ;TJA;United States
SkyWork Airlines ;;SX;\N;Switzerland
ValueJet;;J7;VJA;United States
Maastricht Airlines;;W2;\N;Netherlands
CheapFlyingInternational;CheapFlying;WL;FQR;France
Aviaexpresscruise;;E6;\N;Russia
Euro Jet;;24;\N;Germany
Ukraine Atlantic;;;UAT;Ukraine
AirOne Atlantic;AirOneAtlantic;00;AO1;Slovakia
HQ- Business Express;;HQ;\N;United States
Nesma Airlines;;;NMA;Egypt
East Horizon;;;EHN;Afghanistan
Royal Southern Airlines.;Royal Southern;R1;RS1;Colombia
Air Majoro;;;MJP;Peru
Fly Zoom;;;UKZ;United Kingdom
Rotana Jet;;;RJD;United Arab Emirates
SOCHI AIR CHATER;Sochi Air ;Q3;QER;Russia
Denim Air ;FlyNonstop;J7;\N;Norway
WestAir;;OE;\N;United States
WestAir Airlines;;OE;\N;United States
WestAir Airlines ;;OE;\N;United States
North Pacific Airlines;;NO;\N;United States
Malindo Air;;OD;MXD;Malaysia
Tramm Airlines;Tramm Airlines;9F;TLM;Netherlands Antilles
Lina Congo;;GC;\N;Congo (Brazzaville)
Hermes Airlines;;;HRM;Greece
Flightlink Tanzania;Flightlink;Z9;\N;Tanzania
IzAvia;;I8;\N;Russia
Катэкавиа;;;КТК;Russia
Псковавиа;Псков Авиа;;PKV;Russia
3 Valleys Airlines;;3V;VA3;France
Maryland Air;Maryland;M1;M1F;United States
Insel Air (7I/INC) (Priv);;7I;\N;Netherlands Antilles
VivaColombia;;5Z;VVC;Colombia
Flybe Finland Oy;;;FCM;Finland
Bingo Airways;Bingo;;BGY;Poland
Bluebird Airways (BZ);;;BBG;Greece
Apache Air;Apache;ZM;IWA;United States
Taunus Air Gmbh;;;TAQ;Germany
MHS Aviation GmbH;;M2;\N;Germany
Jettor Airlines;Jettor;NR;JTO;Hong Kong
Eastern Atlantic Charters;;;EDI;United States
GoDutch;;GD;GOD;Netherlands
Flyme (VP);;;VQI;Maldives
Thai Lion Air;;SL;\N;Thailand
Deutsche Luftverkehrsgesellschaft;;DW;DLT;Germany
Nürnberger Flugdienst;;;NFD;Germany
Golden Myanmar Airlines;;;GMR;Burma
ViznAir;;;VZA;United States
Canaryfly;;;CNF;Spain
Sunrise Airways;;;KSZ;Haiti
National Air Cargo;;N8;NCR;United States
Eastern Atlantic Virtual Airlines;;13;EAV;United States
Citilink Indonesia;;QG;\N;Indonesia
Gulisano airways;;GU;GU1;Italy
Transair;;;TTZ;Canada
Comfort Express Virtual Charters Albany;;;EVC;United States
Comfort Express Virtual Charters;;;CEO;United States
Caribbean Wings;;XP;ZYZ;Turks and Caicos Islands
FLYJET;;;FYJ;Poland
Snowbird Airlines;;S8;SBD;Finland
Russkie Krylya;;;KRY;Russia
Kharkiv Airlines;;KH;KHK;Ukraine
Key Air;;;KWY;United States
XAIR USA;;XA;XAU;United States
Air Costa;;LB;\N;India
Simrik Airlines;;;RMK;Nepal
Global Freightways;;F5;GF5;United States
XPTO;XPTO  ;XP;XPT;Portugal
Royal Flight;;;DME;Russia
BBN-Airways;BlackBurn;;EGH;United Kingdom
Tomsk-Avia;;;TKS;Russia
Vintage Props and Jets;;;VPP;United States
Malawian Airlines;;3W;\N;Malawi
Yeti Airlines ;;;NYT;Nepal
Avilu;Avilu' SA;..;...;Switzerland
Air Serbia;\N;JU;ASL;Serbia
Skyline Ulasim Ticaret A.S.;Skyline Ulasim Ticaret A.S.;;KCU;Turkey
Air Lituanica;Air Lituanica;LT;LTU;Lithuania
Envoy Air;;;ENY;United States
